Id,SalePrice
1461,118067.680168519
1462,153647.69035818437
1463,170154.49227753832
1464,190815.96492837457
1465,201789.06235864293
1466,172685.3366445065
1467,189001.97098010892
1468,168318.51396472196
1469,190117.37864325187
1470,117500.30500623707
1471,203240.2252324796
1472,110987.37399688495
1473,104541.42246726844
1474,168337.1408413834
1475,142212.694953495
1476,330183.104622151
1477,248516.420344793
1478,285525.77696472727
1479,271590.0205224734
1480,424124.4426739642
1481,300429.4202855531
1482,215407.08848376808
1483,176798.55224931115
1484,180755.46185284838
1485,186189.95629782512
1486,201797.3195951972
1487,303890.0325962953
1488,248219.2078452751
1489,185813.83468882644
1490,199371.64922814496
1491,198995.65519712254
1492,93733.25769709391
1493,191169.61620611243
1494,297975.30893040646
1495,292737.7635827647
1496,219225.2901801641
1497,197187.1443304796
1498,176979.80189816855
1499,178633.9375872024
1500,163748.28819620845
1501,173407.15828482836
1502,168123.82677747944
1503,261900.01996465513
1504,232705.30912312123
1505,209305.69895048853
1506,194995.0979070005
1507,234203.64784240938
1508,192180.6327007925
1509,170851.0728797814
1510,141093.9646584969
1511,143085.23599306616
1512,164541.37474472832
1513,160798.79622081423
1514,158289.3557574529
1515,212457.85616136043
1516,157604.48591018244
1517,169865.7068368715
1518,147203.8356965905
1519,216265.03401826258
1520,125494.95114577367
1521,127710.0302110443
1522,166816.02056710515
1523,108253.22387910249
1524,124969.80179716156
1525,119243.89802089793
1526,117170.10047845193
1527,113781.82353144442
1528,158919.0693720505
1529,143141.85868263655
1530,185120.69363905297
1531,96827.79112518499
1532,92676.7877173787
1533,142492.38697778023
1534,128454.96568512442
1535,141820.8583937782
1536,104919.57166724865
1537,58348.17244204996
1538,158192.44344295215
1539,208849.75295986916
1540,91040.4891154966
1541,143333.0958995775
1542,131378.3202322476
1543,179715.3926503731
1544,79954.80019893464
1545,118500.55283135583
1546,123757.11115659379
1547,114350.15693173913
1548,129094.74608450072
1549,115730.65555124401
1550,118366.27643419862
1551,111229.34415253243
1552,111485.21609386381
1553,126615.10314989192
1554,127773.96356600603
1555,145137.13785182987
1556,88880.82007068915
1557,97498.91015942265
1558,104969.55233949739
1559,76557.79565002146
1560,145395.33859016778
1561,109758.31711995488
1562,133281.19070928294
1563,116845.19614134822
1564,158543.14747601844
1565,142550.59491006783
1566,225975.96882847857
1567,83221.84923823175
1568,200864.2303243741
1569,108411.49715320433
1570,142208.45849518586
1571,122625.88626145685
1572,143874.67997828682
1573,230135.68576679565
1574,125445.13909739458
1575,205435.50295467305
1576,247444.49845042077
1577,187582.95455990726
1578,156419.63581977255
1579,144079.73707330794
