Id,SalePrice
1461,128953.375
1462,161664.66
1463,190062.17
1464,190851.19
1465,181152.89
1466,181500.12
1467,172836.03
1468,166275.2
1469,183041.62
1470,116673.12
1471,208773.92
1472,88960.9
1473,95313.23
1474,146440.28
1475,124634.29
1476,408241.75
1477,256485.23
1478,279589.2
1479,274632.88
1480,569855.2
1481,319197.38
1482,205975.75
1483,171202.27
1484,162993.06
1485,168432.33
1486,199924.89
1487,329104.34
1488,237891.06
1489,213054.92
1490,205900.33
1491,182409.23
1492,77735.805
1493,189712.31
1494,283787.94
1495,312184.9
1496,261707.62
1497,164302.14
1498,159290.39
1499,151299.45
1500,142665.84
1501,173221.34
1502,149342.66
1503,277529.6
1504,228186.88
1505,231141.48
1506,176813.44
1507,231380.77
1508,187671.69
1509,168359.75
1510,138470.19
1511,144035.11
1512,160302.58
1513,121650.46
1514,191895.86
1515,217930.22
1516,171764.84
1517,178078.73
1518,121263.82
1519,222452.64
1520,139926.45
1521,147737.11
1522,162198.67
1523,114452.58
1524,123439.68
1525,122961.016
1526,126283.36
1527,87908.125
1528,132589.03
1529,146339.06
1530,164792.53
1531,111065.89
1532,108278.88
1533,137673.83
1534,126435.92
1535,176341.42
1536,114674.805
1537,84534.85
1538,172978.02
1539,167962.67
1540,100709.336
1541,144961.16
1542,153516.25
1543,223748.38
1544,67689.05
1545,118293.875
1546,118562.91
1547,123384.36
1548,136763.28
1549,119246.34
1550,146909.3
1551,114527.48
1552,133596.44
1553,157044.86
1554,114142.68
1555,174312.75
1556,83180.94
1557,84909.02
1558,87204.555
1559,98273.445
1560,152379.11
1561,142921.58
1562,114457.164
1563,119455.43
1564,146000.6
1565,149791.81
1566,244936.75
1567,66215.125
1568,204022.88
1569,135348.1
1570,141416.08
1571,141271.31
1572,139214.34
1573,264321.75
1574,80710.89
1575,209679.0
1576,226004.45
1577,215047.05
1578,128911.94
1579,152913.38
1580,203034.53
1581,139298.14
1582,129189.34
1583,327030.34
1584,228283.08
1585,141446.84
1586,60846.203
1587,92257.23
1588,147190.89
1589,104010.39
1590,129371.57
1591,105242.16
1592,112616.49
1593,119383.914
1594,125192.27
1595,117764.73
1596,249160.56
1597,177034.47
1598,185642.22
1599,174056.6
1600,179128.81
1601,72447.92
1602,107415.14
1603,90472.805
1604,271197.06
1605,252083.64
1606,174406.86
1607,161535.81
1608,207537.78
1609,218796.73
1610,170182.11
1611,141104.36
1612,170872.94
1613,167344.55
1614,115750.03
1615,80002.72
1616,75045.734
1617,95265.16
1618,129938.74
1619,139804.94
1620,131279.73
1621,145505.34
1622,128211.125
1623,273205.53
1624,200770.94
1625,127711.64
1626,166027.06
1627,195171.88
1628,283196.12
1629,184813.56
1630,387643.25
1631,200171.39
1632,243742.3
1633,167717.28
1634,182697.02
1635,181934.6
1636,152054.23
1637,174921.9
1638,204253.78
1639,178340.64
1640,268526.47
1641,175204.73
1642,212470.14
1643,226188.39
1644,217145.19
1645,198173.55
1646,166123.36
1647,158422.31
1648,127665.25
1649,137922.72
1650,123211.39
1651,116032.86
1652,93814.95
1653,90329.35
1654,153546.56
1655,147015.53
1656,142717.95
1657,155716.38
1658,144009.98
1659,123182.375
1660,159946.02
1661,487582.47
1662,401535.94
1663,407015.25
1664,468891.4
1665,318610.4
1666,333790.03
1667,392527.38
1668,339021.9
1669,277574.06
1670,390664.22
1671,265829.44
1672,476826.2
1673,294528.78
1674,242636.25
1675,193374.19
1676,190506.95
1677,220829.72
1678,532783.9
1679,365656.0
1680,380131.78
1681,282215.56
1682,298138.47
1683,183520.19
1684,166910.06
1685,174233.14
1686,167632.22
1687,165518.31
1688,192026.77
1689,187994.66
1690,192039.58
1691,171888.56
1692,259626.17
1693,163974.05
1694,184021.08
1695,172272.9
1696,298258.2
1697,182183.92
1698,383229.4
1699,294926.78
1700,241162.12
1701,262910.12
1702,259345.8
1703,259202.88
1704,299061.1
1705,226375.05
1706,492308.62
1707,231578.56
1708,219198.98
1709,263618.66
1710,211479.98
1711,270057.6
1712,276061.62
1713,277540.7
1714,208177.67
1715,211327.17
1716,204293.7
1717,165384.36
1718,130665.695
1719,190297.05
1720,241196.62
1721,171792.2
1722,109090.555
1723,154538.77
1724,235549.11
1725,226192.7
1726,184339.88
1727,145821.66
1728,187364.64
1729,178158.75
1730,177746.36
1731,122460.375
1732,133466.42
1733,117864.72
1734,126491.4
1735,135296.98
1736,113620.18
1737,348731.4
1738,214566.47
1739,286466.06
1740,197144.89
1741,184924.98
1742,174328.7
1743,177267.11
1744,281099.75
1745,200053.83
1746,194805.55
1747,211913.03
1748,218858.1
1749,154738.0
1750,146756.1
1751,244162.0
1752,113794.23
1753,133615.3
1754,195084.05
1755,173412.08
1756,118662.336
1757,123671.336
1758,135612.56
1759,175646.06
1760,163897.28
1761,162951.25
1762,173937.78
1763,170492.22
1764,112691.586
1765,166247.92
1766,160879.97
1767,215414.47
1768,139520.3
1769,161693.95
1770,144985.77
1771,135803.08
1772,131680.6
1773,143192.53
1774,131191.5
1775,135782.36
1776,124392.41
1777,119360.12
1778,137019.03
1779,96234.17
1780,206678.4
1781,128005.875
1782,89942.1
1783,138371.19
1784,97072.41
1785,113301.195
1786,147073.58
1787,171965.62
1788,46963.047
1789,97564.4
1790,71061.56
1791,180670.67
1792,166558.33
1793,130088.65
1794,160084.73
1795,141434.42
1796,119810.37
1797,120803.04
1798,118254.96
1799,117221.84
1800,122372.586
1801,124400.12
1802,162761.47
1803,138582.48
1804,143038.84
1805,138627.42
1806,119791.86
1807,114125.375
1808,130269.91
1809,124570.71
1810,157793.39
1811,110596.38
1812,101779.73
1813,131141.08
1814,96245.914
1815,45823.38
1816,99478.24
1817,115645.55
1818,146779.33
1819,109138.32
1820,84352.05
1821,97857.65
1822,165171.1
1823,53778.992
1824,121322.81
1825,127996.35
1826,98211.14
1827,107217.82
1828,143076.23
1829,104930.98
1830,154573.98
1831,169680.53
1832,98631.17
1833,111635.51
1834,122090.72
1835,148172.83
1836,133805.81
1837,104863.65
1838,124262.93
1839,80103.8
1840,176478.53
1841,159471.88
1842,77272.734
1843,152729.44
1844,132725.78
1845,143526.39
1846,158224.81
1847,141899.45
1848,49149.215
1849,102580.734
1850,122167.82
1851,161627.81
1852,121178.734
1853,129078.016
1854,168710.45
1855,149627.2
1856,223583.06
1857,158465.22
1858,143758.45
1859,119940.695
1860,156398.75
1861,119300.26
1862,423833.16
1863,390186.88
1864,390186.88
1865,325299.03
1866,339585.25
1867,241745.17
1868,314973.56
1869,211217.95
1870,204942.55
1871,263165.25
1872,166448.45
1873,226691.55
1874,143646.08
1875,205561.88
1876,190002.38
1877,211762.53
1878,223468.38
1879,130986.47
1880,140125.83
1881,237992.48
1882,249548.17
1883,202151.19
1884,204354.7
1885,263795.2
1886,335057.78
1887,200770.56
1888,270255.47
1889,162533.14
1890,121917.82
1891,143251.95
1892,108716.56
1893,144545.9
1894,132317.83
1895,148692.33
1896,131657.25
1897,124118.195
1898,100231.88
1899,136457.39
1900,142578.66
1901,173930.33
1902,129639.82
1903,215725.92
1904,135397.02
1905,173385.3
1906,181056.0
1907,199847.5
1908,108911.76
1909,126844.25
1910,121129.625
1911,190189.1
1912,317796.8
1913,155827.64
1914,75667.22
1915,303644.66
1916,62944.99
1917,273047.7
1918,142062.75
1919,169587.67
1920,161080.0
1921,422047.12
1922,320962.03
1923,205303.47
1924,192450.81
1925,207937.78
1926,437107.34
1927,138846.27
1928,149834.53
1929,126614.74
1930,121114.03
1931,145750.19
1932,148734.17
1933,202931.55
1934,178444.75
1935,172687.27
1936,187428.08
1937,189182.22
1938,169726.17
1939,276568.9
1940,172994.17
1941,174188.78
1942,186319.92
1943,181996.2
1944,334493.97
1945,345761.6
1946,99816.08
1947,338922.97
1948,161781.72
1949,229965.16
1950,176940.62
1951,278419.0
1952,201142.34
1953,163759.48
1954,189080.12
1955,142306.28
1956,311152.34
1957,146916.3
1958,323008.94
1959,142067.5
1960,115844.45
1961,117437.57
1962,94292.945
1963,102716.71
1964,114241.45
1965,138132.16
1966,139898.69
1967,285099.25
1968,470090.9
1969,430184.16
1970,468323.38
1971,450675.22
1972,384280.12
1973,274470.03
1974,336149.2
1975,480709.0
1976,270758.0
1977,359387.06
1978,421564.8
1979,314605.5
1980,183932.66
1981,321005.2
1982,235820.62
1983,206744.44
1984,165425.84
1985,226535.95
1986,233075.23
1987,174160.05
1988,171894.14
1989,191755.92
1990,219967.53
1991,244453.47
1992,219599.67
1993,166289.47
1994,234016.47
1995,191714.6
1996,245580.44
1997,269738.44
1998,309206.8
1999,273266.5
2000,301760.72
2001,252348.47
2002,257407.08
2003,257927.53
2004,268862.16
2005,232440.16
2006,219459.19
2007,242008.83
2008,217623.47
2009,195148.23
2010,184484.1
2011,137502.06
2012,179849.62
2013,189388.55
2014,175752.3
2015,197719.55
2016,198922.62
2017,189709.78
2018,119222.35
2019,136804.52
2020,110080.77
2021,112968.99
2022,168390.89
2023,148385.78
2024,208018.11
2025,332829.75
2026,169703.67
2027,146946.56
2028,150247.34
2029,172383.02
2030,252319.83
2031,225466.48
2032,262016.55
2033,257824.98
2034,159089.23
2035,220322.33
2036,177740.6
2037,191627.4
2038,198773.19
2039,193700.31
2040,249179.33
2041,277655.6
2042,193844.45
2043,158822.89
2044,161704.12
2045,220275.9
2046,139798.4
2047,146713.0
2048,141245.58
2049,119242.7
2050,188861.34
2051,101380.22
2052,127427.08
2053,151330.62
2054,84333.47
2055,148201.94
2056,129033.586
2057,120526.625
2058,250084.22
2059,129950.766
2060,159398.28
2061,185495.5
2062,134811.8
2063,114757.08
2064,143354.86
2065,124807.11
2066,153774.72
2067,121550.03
2068,149924.88
2069,88635.46
2070,116013.164
2071,90829.94
2072,129416.61
2073,152209.47
2074,195074.0
2075,149904.86
2076,122539.0
2077,146979.92
2078,129516.99
2079,142762.61
2080,117883.836
2081,118274.92
2082,134305.94
2083,143543.1
2084,105688.32
2085,126029.5
