Id,SalePrice
1461,124980.53108738645
1462,150646.42748405313
1463,184148.1318717754
1464,184653.95466226965
1465,188125.26155709592
1466,178671.07097656923
1467,173585.20808101306
1468,169794.70021582785
1469,182548.116513033
1470,118225.89136838813
1471,201232.15577369076
1472,92791.78473040284
1473,97166.12087973129
1474,150228.68484007302
1475,121057.0966098733
1476,388797.33946503466
1477,250697.07509712782
1478,284227.04088298447
1479,271631.7484245623
1480,507301.3303063941
1481,322220.7935390158
1482,203894.05193328092
1483,175228.6075565725
1484,165563.3445532101
1485,171082.78866011268
1486,200706.10794930175
1487,354340.42331412283
1488,246995.59125740454
1489,196079.67753708785
1490,216203.2785275173
1491,189720.68205366988
1492,91239.03577764705
1493,178253.49623929802
1494,299817.5755370208
1495,304117.3166193439
1496,233418.869154472
1497,181895.20319169058
1498,154108.39836059735
1499,154035.01651150605
1500,147373.50135286018
1501,175935.76721981182
1502,148914.29401375377
1503,300616.1686148734
1504,228342.50878258306
1505,221050.49094281203
1506,171167.4763851574
1507,230917.45123839407
1508,203602.65023418132
1509,159739.6090160719
1510,143999.07862570463
1511,149251.25925524236
1512,160024.238442048
1513,132846.9141734346
1514,173412.48812747677
1515,223795.98845415725
1516,172095.08822513494
1517,155051.34006932873
1518,133223.42940954535
1519,225364.92322856243
1520,133932.89132661145
1521,140014.3553784904
1522,163566.19172307363
1523,112150.71962690874
1524,120765.30284871897
1525,125051.69189891957
1526,125148.38284067244
1527,101865.30325366744
1528,133329.51620454233
1529,142550.22853647673
1530,173420.44230602818
1531,118423.17358128737
1532,101687.86336103408
1533,140805.20927670522
1534,120894.92525496175
1535,163725.8259367006
1536,116433.27750966744
1537,82650.22768693588
1538,171903.44040170993
1539,203783.6856539305
1540,99777.0405837921
1541,156765.89753195771
1542,145436.33267301187
1543,207388.40181416326
1544,75037.55437304029
1545,104841.60018378786
1546,123777.85571842408
1547,139177.5772084942
1548,130791.17759718263
1549,112627.33901835745
1550,136689.0750169519
1551,117880.03693368792
1552,134798.95170931966
1553,141835.29662186917
1554,108675.23260921138
1555,179366.14651506982
1556,79980.36256082062
1557,106177.93830297203
1558,85264.27375416757
1559,90219.9053229865
1560,144932.7571535692
1561,141164.6455655792
1562,126121.98776044535
1563,115879.26361451265
1564,161223.8059380551
1565,152516.58197876136
1566,227165.31460302437
1567,73855.73148966156
1568,213647.03552008033
1569,142513.2098336352
1570,127859.08538897576
1571,133944.61516487275
1572,145776.2576687293
