Id,SalePrice
1461,125062.39382749116
1462,153453.48459263277
1463,181793.16602277834
1464,178023.20453938964
1465,205187.2276585645
1466,182875.85401746564
1467,166884.2199733519
1468,175492.70840679464
1469,183836.84971139915
1470,121338.94927916935
1471,192803.0390557888
1472,91597.76479042675
1473,97782.72492895352
1474,152070.49831713183
1475,131838.86664606267
1476,360550.6473992301
1477,247337.17753403206
1478,288109.571185416
1479,271467.03312567575
1480,439167.3052619308
1481,315712.4914170599
1482,211956.084634959
1483,173896.47108598097
1484,164102.15696505198
1485,170211.10099060502
1486,200520.1889858182
1487,343558.2664525502
1488,235032.1072137861
1489,205680.115898107
1490,198476.5944004642
1491,187395.0488605352
1492,98867.54789651779
1493,172351.0842042696
1494,290579.9253994562
1495,298070.0657105288
1496,224140.2505312405
1497,175387.50115743562
1498,152604.6937313079
1499,152164.25323666123
1500,150430.60098286046
1501,169342.3166778147
1502,150264.0676401255
1503,283532.95117209543
1504,223751.42966798428
1505,218074.2887110066
1506,165184.78020561978
1507,225001.94323001354
1508,189232.21200271294
1509,151507.31497202365
1510,148367.28651375865
1511,152829.49224239046
1512,157334.7100997269
1513,135478.49684981693
1514,159941.64864401653
1515,187130.0691002947
1516,176495.0649920941
1517,153700.98358935345
1518,130955.86120826192
1519,221103.2750934049
1520,136628.16105768006
1521,145596.83451061664
1522,165250.43830103043
1523,115599.7281987189
1524,121403.4084467043
1525,129720.85929045838
1526,130320.85428399342
1527,98122.50201029725
1528,128543.92815613745
1529,144587.6071608805
1530,159502.21189788083
1531,126320.78204774347
1532,111264.41711224054
1533,147146.36017798298
1534,117600.33807780346
1535,155161.87632696124
1536,118142.51481755143
1537,87350.84889866256
1538,167571.4805409067
1539,195060.07967593134
1540,105934.89948198982
1541,152176.4971062718
1542,145044.90619001217
1543,198310.88189597576
1544,78802.62803535796
1545,101771.02802743985
1546,120622.29881535644
1547,138871.07125465822
1548,138685.99475772606
1549,108665.66400996792
1550,146222.362861085
1551,116379.07719313542
1552,151015.32868061468
1553,140244.42939922411
1554,108247.71028095187
1555,168439.84216295154
1556,95838.87508795968
1557,119645.17143451207
1558,85716.79084952858
1559,102962.19128521756
1560,160265.00634751053
1561,145182.62203590182
1562,125045.90282866267
1563,120490.05917451809
1564,162668.95924383705
1565,157477.5564319267
1566,231091.22862383016
1567,80194.19076886626
1568,215373.4284374625
1569,155277.2974266836
1570,124604.39433915565
1571,142569.76863534178
1572,142857.12343344968
1573,238833.1635434382
1574,102506.57331339235
1575,208283.1680707059
1576,220720.35011382058
1577,205041.36272221224
1578,156854.40074268682
1579,142933.12825263714
1580,189344.42402332486
1581,137191.50319553248
1582,127676.1884342065
1583,358953.0278899943
1584,237133.49202287992
1585,141432.52666791825
1586,70433.7212489364
1587,105143.14086234827
1588,146138.74363686712
1589,102996.94678207
1590,132260.38295599594
1591,105007.96150119526
1592,121648.22879506033
1593,112365.52739770534
1594,145327.21289776
1595,121910.63088498094
1596,227607.4580070408
1597,177798.14609996718
1598,180021.77578667257
1599,182455.5700528262
1600,197478.14158641192
1601,77446.2127399901
1602,108875.58668075164
1603,93002.38759200553
1604,271994.61417367327
1605,250511.5818582482
1606,167175.52826232754
1607,169999.8855638869
1608,209220.9772196872
1609,201887.6902149281
1610,156735.30484815055
1611,158435.85247345257
1612,161242.28246177864
1613,167807.9805826489
1614,122333.95551504093
1615,82087.41840737054
